user_id,date,self_score,peer_score,cohort_used,cohort_size,fallback_applied,role,team,manager_id
C1016,2011-05-18,0.135318,0.487517,role,6,False,Administrator,Ops,M-IT
C1017,2011-05-18,0.13954,0.456781,role,6,False,Administrator,Ops,M-IT
C1018,2011-05-18,1.0,0.806204,department,8,True,Financial Controller,Treasury,M-FIN
C1019,2011-05-18,0.596354,0.473809,department,8,True,Financial Controller,Treasury,M-FIN
C1000,2011-05-19,0.0,0.871828,role,6,False,Accountant,AP,M-FIN
C1001,2011-05-19,0.331776,0.388443,role,6,False,Accountant,AP,M-FIN
C1002,2011-05-19,0.312511,0.520964,role,6,False,Accountant,AP,M-FIN
C1003,2011-05-19,0.999374,0.327193,role,6,False,Accountant,AP,M-FIN
C1004,2011-05-19,0.172975,0.210592,role,6,False,Accountant,AP,M-FIN
C1005,2011-05-19,0.0,0.388443,role,6,False,Accountant,AP,M-FIN
C1006,2011-05-19,0.121313,0.487517,role,6,False,Engineer,Platform,M-ENG
C1007,2011-05-19,0.0,0.47537,role,6,False,Engineer,Platform,M-ENG
C1008,2011-05-19,0.348487,0.374349,role,6,False,Engineer,Platform,M-ENG
C1009,2011-05-19,0.120509,0.543477,role,6,False,Engineer,Platform,M-ENG
C1010,2011-05-19,0.061845,0.487517,role,6,False,Engineer,Platform,M-ENG
C1011,2011-05-19,0.0,0.23361,role,6,False,Engineer,Platform,M-ENG
C1012,2011-05-19,0.672792,0.497487,role,6,False,Administrator,Ops,M-IT
C1013,2011-05-19,0.618916,0.487517,role,6,False,Administrator,Ops,M-IT
C1014,2011-05-19,0.042126,0.543477,role,6,False,Administrator,Ops,M-IT
C1015,2011-05-19,0.128241,0.456781,role,6,False,Administrator,Ops,M-IT
C1016,2011-05-19,0.337096,0.456781,role,6,False,Administrator,Ops,M-IT
C1017,2011-05-19,0.54495,0.646011,role,6,False,Administrator,Ops,M-IT
C1018,2011-05-19,0.957873,0.698023,department,8,True,Financial Controller,Treasury,M-FIN
C1019,2011-05-19,0.364114,0.317424,department,8,True,Financial Controller,Treasury,M-FIN
C1000,2011-05-20,0.0,0.871828,role,6,False,Accountant,AP,M-FIN
C1001,2011-05-20,0.295671,0.255504,role,6,False,Accountant,AP,M-FIN
C1002,2011-05-20,0.770932,0.188601,role,6,False,Accountant,AP,M-FIN
C1003,2011-05-20,0.30896,0.388443,role,6,False,Accountant,AP,M-FIN
C1004,2011-05-20,0.0,0.497644,role,6,False,Accountant,AP,M-FIN
C1005,2011-05-20,0.444729,0.255504,role,6,False,Accountant,AP,M-FIN
C1006,2011-05-20,0.812878,0.498167,role,6,False,Engineer,Platform,M-ENG
C1007,2011-05-20,0.517619,0.967153,role,6,False,Engineer,Platform,M-ENG
C1008,2011-05-20,0.401611,0.543477,role,6,False,Engineer,Platform,M-ENG
C1009,2011-05-20,0.144403,0.428229,role,6,False,Engineer,Platform,M-ENG
C1010,2011-05-20,0.339272,0.342908,role,6,False,Engineer,Platform,M-ENG
C1011,2011-05-20,0.724844,0.647042,role,6,False,Engineer,Platform,M-ENG
C1012,2011-05-20,1.0,0.596309,role,6,False,Administrator,Ops,M-IT
C1013,2011-05-20,0.161613,0.329819,role,6,False,Administrator,Ops,M-IT
C1014,2011-05-20,0.286587,0.456781,role,6,False,Administrator,Ops,M-IT
C1015,2011-05-20,0.655386,0.543477,role,6,False,Administrator,Ops,M-IT
C1016,2011-05-20,0.243632,0.487517,role,6,False,Administrator,Ops,M-IT
C1017,2011-05-20,1.0,0.475968,role,6,False,Administrator,Ops,M-IT
C1018,2011-05-20,0.568111,0.806204,department,8,True,Financial Controller,Treasury,M-FIN
C1019,2011-05-20,0.009284,0.473809,department,8,True,Financial Controller,Treasury,M-FIN
C1000,2011-05-21,0.0,0.871828,role,6,False,Accountant,AP,M-FIN
C1001,2011-05-21,0.812075,0.388443,role,6,False,Accountant,AP,M-FIN
C1002,2011-05-21,0.502252,0.520964,role,6,False,Accountant,AP,M-FIN
C1003,2011-05-21,0.0,0.327193,role,6,False,Accountant,AP,M-FIN
C1004,2011-05-21,0.788236,0.184639,role,6,False,Accountant,AP,M-FIN
C1005,2011-05-21,0.924524,0.388443,role,6,False,Accountant,AP,M-FIN
C1006,2011-05-21,0.86276,0.598629,role,6,False,Engineer,Platform,M-ENG
C1007,2011-05-21,0.668465,0.927713,role,6,False,Engineer,Platform,M-ENG
C1008,2011-05-21,0.234117,0.299819,role,6,False,Engineer,Platform,M-ENG
C1009,2011-05-21,0.310741,0.543477,role,6,False,Engineer,Platform,M-ENG
C1010,2011-05-21,0.628579,0.487517,role,6,False,Engineer,Platform,M-ENG
C1011,2011-05-21,1.0,0.478372,role,6,False,Engineer,Platform,M-ENG
C1012,2011-05-21,0.0,0.205549,role,6,False,Administrator,Ops,M-IT
C1013,2011-05-21,0.268558,0.487517,role,6,False,Administrator,Ops,M-IT
C1014,2011-05-21,0.378979,0.543477,role,6,False,Administrator,Ops,M-IT
C1015,2011-05-21,0.282361,0.361781,role,6,False,Administrator,Ops,M-IT
C1016,2011-05-21,0.796212,0.467903,role,6,False,Administrator,Ops,M-IT
C1017,2011-05-21,0.304062,0.487517,role,6,False,Administrator,Ops,M-IT
C1018,2011-05-21,0.339151,0.729916,department,8,True,Financial Controller,Treasury,M-FIN
C1019,2011-05-21,0.472201,0.317424,department,8,True,Financial Controller,Treasury,M-FIN
C1000,2011-05-22,0.0,0.871828,role,6,False,Accountant,AP,M-FIN
C1001,2011-05-22,0.317223,0.255504,role,6,False,Accountant,AP,M-FIN
C1002,2011-05-22,0.0,0.184639,role,6,False,Accountant,AP,M-FIN
C1003,2011-05-22,0.671391,0.388443,role,6,False,Accountant,AP,M-FIN
C1004,2011-05-22,0.453552,0.497644,role,6,False,Accountant,AP,M-FIN
C1005,2011-05-22,0.590492,0.255504,role,6,False,Accountant,AP,M-FIN
C1006,2011-05-22,0.330044,0.205549,role,6,False,Engineer,Platform,M-ENG
C1007,2011-05-22,1.0,0.927713,role,6,False,Engineer,Platform,M-ENG
C1008,2011-05-22,0.0,0.543477,role,6,False,Engineer,Platform,M-ENG
C1009,2011-05-22,0.502684,0.361781,role,6,False,Engineer,Platform,M-ENG
C1010,2011-05-22,0.538181,0.467903,role,6,False,Engineer,Platform,M-ENG
C1011,2011-05-22,0.0,0.487517,role,6,False,Engineer,Platform,M-ENG
C1012,2011-05-22,0.13293,0.487517,role,6,False,Administrator,Ops,M-IT
C1013,2011-05-22,0.296448,0.456781,role,6,False,Administrator,Ops,M-IT
C1014,2011-05-22,0.351687,0.566508,role,6,False,Administrator,Ops,M-IT
C1015,2011-05-22,0.769158,0.543477,role,6,False,Administrator,Ops,M-IT
C1016,2011-05-22,0.295807,0.49514,role,6,False,Administrator,Ops,M-IT
C1017,2011-05-22,0.0,0.199748,role,6,False,Administrator,Ops,M-IT
C1018,2011-05-22,0.284273,0.806204,department,8,True,Financial Controller,Treasury,M-FIN
C1019,2011-05-22,0.703565,0.473809,department,8,True,Financial Controller,Treasury,M-FIN
C1000,2011-05-23,0.059752,0.889179,role,6,False,Accountant,AP,M-FIN
C1001,2011-05-23,0.0,0.388443,role,6,False,Accountant,AP,M-FIN
C1002,2011-05-23,0.392359,0.520964,role,6,False,Accountant,AP,M-FIN
C1003,2011-05-23,0.475606,0.327193,role,6,False,Accountant,AP,M-FIN
C1004,2011-05-23,0.258331,0.189996,role,6,False,Accountant,AP,M-FIN
C1005,2011-05-23,0.33243,0.388443,role,6,False,Accountant,AP,M-FIN
C1006,2011-05-23,0.151253,0.487517,role,6,False,Engineer,Platform,M-ENG
C1007,2011-05-23,0.934327,0.927713,role,6,False,Engineer,Platform,M-ENG
C1008,2011-05-23,0.630826,0.566508,role,6,False,Engineer,Platform,M-ENG
C1009,2011-05-23,0.546186,0.543477,role,6,False,Engineer,Platform,M-ENG
C1010,2011-05-23,0.0,0.49754,role,6,False,Engineer,Platform,M-ENG
C1011,2011-05-23,0.18714,0.199748,role,6,False,Engineer,Platform,M-ENG
C1012,2011-05-23,0.622276,0.456781,role,6,False,Administrator,Ops,M-IT
C1013,2011-05-23,0.371344,0.646011,role,6,False,Administrator,Ops,M-IT
C1014,2011-05-23,1.0,0.596309,role,6,False,Administrator,Ops,M-IT
C1015,2011-05-23,0.272955,0.456781,role,6,False,Administrator,Ops,M-IT
C1016,2011-05-23,0.0,0.199748,role,6,False,Administrator,Ops,M-IT
C1017,2011-05-23,0.711653,0.526578,role,6,False,Administrator,Ops,M-IT
C1018,2011-05-23,0.237365,0.729916,department,8,True,Financial Controller,Treasury,M-FIN
C1019,2011-05-23,0.582005,0.317424,department,8,True,Financial Controller,Treasury,M-FIN
C1000,2011-05-24,0.317323,0.908829,role,6,False,Accountant,AP,M-FIN
C1001,2011-05-24,0.419361,0.255504,role,6,False,Accountant,AP,M-FIN
C1002,2011-05-24,0.726034,0.210592,role,6,False,Accountant,AP,M-FIN
C1003,2011-05-24,0.294629,0.388443,role,6,False,Accountant,AP,M-FIN
C1004,2011-05-24,0.347262,0.497644,role,6,False,Accountant,AP,M-FIN
C1005,2011-05-24,0.174554,0.255504,role,6,False,Accountant,AP,M-FIN
C1006,2011-05-24,0.224167,0.342908,role,6,False,Engineer,Platform,M-ENG
C1007,2011-05-24,1.0,0.927713,role,6,False,Engineer,Platform,M-ENG
C1008,2011-05-24,0.984284,0.598629,role,6,False,Engineer,Platform,M-ENG
C1009,2011-05-24,0.006468,0.332161,role,6,False,Engineer,Platform,M-ENG
C1010,2011-05-24,0.247284,0.199748,role,6,False,Engineer,Platform,M-ENG
C1011,2011-05-24,0.619442,0.527344,role,6,False,Engineer,Platform,M-ENG
C1012,2011-05-24,0.074258,0.487517,role,6,False,Administrator,Ops,M-IT
C1013,2011-05-24,1.0,0.532993,role,6,False,Administrator,Ops,M-IT
C1014,2011-05-24,0.213371,0.456781,role,6,False,Administrator,Ops,M-IT
C1015,2011-05-24,0.0,0.543477,role,6,False,Administrator,Ops,M-IT
C1016,2011-05-24,0.396972,0.487517,role,6,False,Administrator,Ops,M-IT
C1017,2011-05-24,0.469127,0.456781,role,6,False,Administrator,Ops,M-IT
C1018,2011-05-24,0.516461,0.806204,department,8,True,Financial Controller,Treasury,M-FIN
C1019,2011-05-24,0.345867,0.473809,department,8,True,Financial Controller,Treasury,M-FIN
C1000,2011-05-25,0.961332,0.924995,role,6,False,Accountant,AP,M-FIN
C1001,2011-05-25,0.725135,0.388443,role,6,False,Accountant,AP,M-FIN
C1002,2011-05-25,0.574986,0.520964,role,6,False,Accountant,AP,M-FIN
C1003,2011-05-25,0.381009,0.327193,role,6,False,Accountant,AP,M-FIN
C1004,2011-05-25,0.248599,0.210592,role,6,False,Accountant,AP,M-FIN
C1005,2011-05-25,0.086972,0.388443,role,6,False,Accountant,AP,M-FIN
C1006,2011-05-25,0.575269,0.487517,role,6,False,Engineer,Platform,M-ENG
C1007,2011-05-25,0.934327,0.927713,role,6,False,Engineer,Platform,M-ENG
C1008,2011-05-25,0.0,0.299819,role,6,False,Engineer,Platform,M-ENG
C1009,2011-05-25,0.194343,0.543477,role,6,False,Engineer,Platform,M-ENG
C1010,2011-05-25,0.228671,0.487517,role,6,False,Engineer,Platform,M-ENG
C1011,2011-05-25,0.099042,0.372977,role,6,False,Engineer,Platform,M-ENG
C1012,2011-05-25,0.772298,0.456781,role,6,False,Administrator,Ops,M-IT
C1013,2011-05-25,0.20179,0.487517,role,6,False,Administrator,Ops,M-IT
C1014,2011-05-25,0.0,0.543477,role,6,False,Administrator,Ops,M-IT
C1015,2011-05-25,0.413959,0.456781,role,6,False,Administrator,Ops,M-IT
C1016,2011-05-25,0.745288,0.560656,role,6,False,Administrator,Ops,M-IT
C1017,2011-05-25,0.273537,0.487517,role,6,False,Administrator,Ops,M-IT
C1018,2011-05-25,0.561478,0.740946,department,8,True,Financial Controller,Treasury,M-FIN
C1019,2011-05-25,0.174554,0.317424,department,8,True,Financial Controller,Treasury,M-FIN
